videoname,TSV,B,SR,S,U,O
52-13.mp4,1.1745,1.1232,0.98515,0.73315,1.5656,2.6898
52-14.mp4,1.9331,2.032,1.8054,2.5098,1.9056,3.8498
52-15.mp4,1.6436,1.756,0.896,1.9897,1.6381,3.342
52-16.mp4,1,0.356,0.854,0.66316,1.532,1.8716
52-17.mp4,0.98219,0.265,1.212,0.37256,1.456,2.6
52-18.mp4,1.26,0.4232,1.1243,0.91091,1.4565,2.2521
52-19.mp4,1.2,0.3454,1.1245,0.82032,1.4232,1.8611
52-20.mp4,0.96264,0.5665,1.6564,0.43563,1.356,2.656
52-21.mp4,1.523,0.62656,1.3942,0.86967,1.245,2.346
52-22.mp4,2.5554,2.1752,2.1545,2.349,2.3,4.2479
53-3.mp4,2.3172,2.8565,1.945,2.2764,2.32,4.0381
53-7.mp4,2.1594,0.756,1.0656,2.2351,1.6065,3.5246
53-8.mp4,1.9892,1.2353,1.752,1.7163,1.656,3.204
53-9.mp4,1.3487,1.2696,1.1218,1.0347,1.789,2.756
53-10.mp4,1.2924,0.4256,1.165,0.94718,1.4565,2.0691
53-11.mp4,1.3138,1.7565,0.8926,1.0857,1.7056,2.7572
53-12.mp4,1.8561,0.656,1.3656,1.4633,1.2557,2.6
53-13.mp4,1.8475,2.7566,1.5656,1.6687,1.685,2.8573
54-1.mp4,1.8449,1.6195,1.054,1.3323,1.6359,2.7
54-2.mp4,1.5867,0.6565,0.4526,1.0915,1.265,2.3465
54-3.mp4,1.9853,2.0265,1.0656,1.9081,1.7379,3.3105
54-4.mp4,1.3483,1.3236,0.6645,0.90213,1.6057,2.456
54-7.mp4,2.666,2.6565,1.6326,2.4852,2.8656,4.2567
54-9.mp4,2.7627,2.9366,1.8525,2.3478,2.6565,4.1419
54-10.mp4,2.5197,3,1.8445,2.635,2.605,4.68
54-11.mp4,2.5677,2.1323,1.745,2.0108,2.203,4.07
54-12.mp4,2.381,2.0121,1.7145,2.1929,2.3116,4.1055
55-1.mp4,2.5159,2.7656,2.3643,2.4917,2.86,4.1528
55-2.mp4,2.6255,2.75,2.45,2.3101,2.012,4.0219
55-3.mp4,2.2904,2.5656,3,2.6081,2.9,4.92
56-3.mp4,2.7726,2.9656,2.0454,2.8252,2.7365,4.789
56-5.mp4,2.3468,1.326,0.756,1.9202,1.9059,3.1511
56-6.mp4,1.9049,2.656,1.6545,2.0865,1.8989,3.2139
56-7.mp4,2.4304,2.688,1.764,2.6126,1.9,4.2412
56-8.mp4,1.4049,1.956,1.4499,1.3194,1.7056,2.9533
56-9.mp4,2.267,2.7565,2.088,2.2869,2.3491,3.7589
56-10.mp4,1.968,1.9825,2.056,1.6486,1.856,3.5233
56-11.mp4,2.3456,2.9454,1.4993,2.0068,2.656,3.6507
56-12.mp4,2.098,2.8566,1.785,1.6677,2.456,3.6737
56-13.mp4,2.693,2.5586,2.9989,2.4551,2.85,4.2333
57-1.mp4,1.9309,2.0332,2.0581,2.0376,2.0274,3.6689
57-3.mp4,2.1694,1.956,1.6672,2.0617,1.9897,3.7738
57-4.mp4,1.8044,1.056,0.456,1.1439,1.3028,2.656
57-5.mp4,1.9296,1.023,1.2656,1.9383,1.8416,3.3839
57-6.mp4,2.5377,1.6565,1.98,2.1874,2.5966,3.9983
57-7.mp4,1.9202,0.9523,1.8698,1.8967,1.85,3.6715
57-8.mp4,2.4624,2.4565,2.0005,2.2462,2.5807,3.8812
57-9.mp4,2.3584,2.4565,2.3861,2.2791,2.4039,4.2379
58-2.mp4,2.6599,3,2.0221,2.8724,2.78,4.689
58-3.mp4,2.3735,2.4565,1.8045,1.9022,2.7,4.1394
58-4.mp4,2.3878,3,2.345,2.0529,2.76,4.656
58-5.mp4,2.4834,2.399,2.454,1.7183,2.123,3.7412
59-1.mp4,2.1987,2.7565,2.2387,2.4516,2.3177,3.766
59-2.mp4,2.0997,2.8656,1.7823,1.9212,2.345,3.7573
59-3.mp4,2.1525,1.7592,1.3266,1.7504,2.0998,3.6427
59-4.mp4,2.5554,2.4565,2.2695,2.385,2.4293,4.5701
59-6.mp4,1.3873,1.8566,1.7656,0.83742,1.2656,2.89
59-7.mp4,1.6184,1.0656,1.356,1.008,1.6744,3.1041
59-8.mp4,1.4099,0.856,1.653,1.0629,1.9899,3.065
59-10.mp4,1.9089,1.2623,1.0656,1.0959,1.6338,3.154
60-2.mp4,1.8064,1.5314,1.7807,0.96611,1.545,2.9935
60-6.mp4,2.2274,1.8822,2.0448,2.2229,2.032,3.5462
60-8.mp4,1.4125,1.1265,1.325,0.87709,0.985,2.0245
60-9.mp4,2.8859,2.656,2.8454,2.6482,2.6,4.756
60-10.mp4,1.4745,0.6856,0.93155,1.1279,1.4026,2.87
60-11.mp4,2.6431,2.6898,1.845,2.5656,2.8,3.8917
60-12.mp4,2.4115,1.3256,1.6933,1.9266,1.9719,3.6092
60-13.mp4,2.2458,2.8565,0.8456,2.1076,1.8656,3.3762
61-1.mp4,2.185,2.356,1.7056,1.9017,1.89,3.4229
61-2.mp4,1.5221,0.7265,0.713,1.1197,1.3897,2.7511
61-3.mp4,1.1342,0.81204,1.4565,0.78258,1.465,2.7898
61-4.mp4,2.3937,2.865,1.8056,2.1945,2.3345,3.8737
61-5.mp4,2.4422,2.956,1.9055,1.8302,2.423,4.889
61-6.mp4,2.6971,2.4565,2.2153,2.2939,2.4753,4.3376
61-7.mp4,2.6883,3,2.756,2.7706,2.89,4.7365
61-8.mp4,2.5804,2.3721,2.2067,2.3479,2.3838,3.8707
61-9.mp4,2.1338,1.4233,1.3656,1.6736,2.323,3.5926
62-1.mp4,1.0773,1.565,0.91434,0.55838,1.233,2.4565
62-2.mp4,2.4151,1.956,1.8045,2.1529,1.89,4.0283
62-4.mp4,2.2598,1.7656,2.2368,1.9933,2.2982,4.689
62-6.mp4,2.3024,2.3265,2.656,1.6519,2.788,4.2959
62-7.mp4,2.7086,1.856,1.905,2.1919,2.586,3.6357
62-9.mp4,2.5107,2.656,2.9898,2.2564,2.856,4.656
62-10.mp4,2.2679,2.688,2.905,2.3408,2.4056,4.236
63-1.mp4,2.4001,1.6836,1.965,1.5157,1.76,3.5151
63-2.mp4,1.7575,1.4565,1.8926,1.5521,1.7567,3.1467
63-3.mp4,3,3,2.856,3,2.9336,5
63-4.mp4,2.5841,1.9898,2.9174,2.9162,2.8612,4.7149
63-5.mp4,2.1685,1.7521,1.8652,1.5511,2.03,3.8567
63-6.mp4,1.5668,1.5389,1.1656,1.2004,1.7066,2.7609
64-3.mp4,2.4936,3,2.0638,2.5464,2.96,4.6
64-4.mp4,1.6548,2.107,1.7057,1.9171,1.405,2.9482
64-5.mp4,1.6598,1.956,1.6565,1.4174,1.7057,3.1502
64-6.mp4,2.3869,1.756,2.865,1.5863,1.8881,3.8023
64-7.mp4,2.5503,1.8455,2.1686,2.3331,2.3658,4.0813
64-10.mp4,2.0051,0.45656,2.55,1.5573,2.123,3.7031
64-11.mp4,1.9579,2.1333,1.845,1.8707,2.756,3.3407
64-13.mp4,2.2603,2.4565,2.7545,2.2205,2.464,4.0058
64-14.mp4,1.8365,1.656,1.594,1.5538,1.8656,2.9905
64-15.mp4,2.2679,2.5565,2.2018,2.1652,2.5065,4.89
64-16.mp4,1.9831,2.765,1.9205,1.8843,1.7634,3.561
64-17.mp4,1.768,1.765,1.5211,1.2482,1.3056,2.235
64-18.mp4,1.9093,1.8489,1.5226,1.9923,2.56,3.4452
64-19.mp4,2.108,1.765,2.356,1.7865,1.9161,3.5253
64-20.mp4,1.982,1.656,1.9854,1.5361,1.8565,3.3848
64-21.mp4,1.5507,0.8565,1.6584,1.3251,1.5056,3.0656
64-22.mp4,2.3056,1.56,1.665,1.7401,2.123,3.3197
64-23.mp4,1.9655,0.7565,1.8659,1.8272,2.56,3.475
64-24.mp4,2.306,0.4565,2.0656,2.3885,2.1912,3.7298
64-25.mp4,1.4526,1.565,1.4536,1.3522,1.5056,2.9838
64-26.mp4,2.0137,2.3504,2.9223,2.6349,2.865,3.9109
64-27.mp4,1.72,2.12,2.6565,2.5972,2.356,4.1849
64-28.mp4,2.0813,0.0256,3,1.9532,1.9948,3.786
64-29.mp4,1.9768,1.656,1.9826,1.9086,2.123,3.389
64-30.mp4,1.7799,1.0565,1.5845,1.521,1.3402,2.7567
64-31.mp4,2.3583,1.123,1.698,1.8904,1.9742,3.7801
64-35.mp4,2.0194,0.326,2.755,1.8276,2.677,3.5233
64-36.mp4,1.7411,1.345,1.9656,2.0428,2.0416,3.208
64-39.mp4,1.71,1.756,1.845,1.8737,1.6035,2.8805
64-40.mp4,1.9714,0,2.0656,2.3849,1.756,2.98
64-41.mp4,1.4545,0.0323,0.9554,1.579,1.2356,2.4865
65-3.mp4,2.6271,2.2301,1.8752,2.6775,2.865,4.398
65-4.mp4,1.5009,1.0656,0.842,0.88865,0.7065,2.3919
65-9.mp4,2.5,2.4811,2.8754,2.4666,2.7056,4.689
65-10.mp4,2.221,2.456,2.865,2.0326,2.8659,4.2018
65-11.mp4,1.5655,2.8565,2.656,1.9356,2.856,4.656
65-2_1.mp4,2.4909,1.756,1.6965,2.3372,2.3299,3.9204
66-1.mp4,2.0828,2.9668,1.9506,1.6283,2.098,3.6961
66-2.mp4,2.1768,2.565,1.8302,1.9759,2.0517,3.7001
66-3.mp4,1.7468,1.6491,1.1235,1.2485,1.6506,3.1415
66-4.mp4,2.2849,2.044,1.8656,2.0235,2.3342,3.421
66-6.mp4,1.8638,1.8079,0.8956,1.2685,1.565,3.0791
66-7.mp4,2.4478,2.8565,1.9238,2.3024,2.856,4.3755
66-8.mp4,1.9576,2.865,2.0656,1.3785,2.52,3.0111
66-10.mp4,1.5193,0.75566,1.2535,0.83359,1.3855,2.789
66-11.mp4,1.9743,2.9545,2.8454,2.195,3,4.789
66-12.mp4,2.4104,3,2.989,2.5278,2.5,4.7016
67-2.mp4,2.7396,1.8279,1.3656,2.0209,1.68,3.0965
67-3.mp4,2.2488,2.65,1.3545,1.7941,1.8,3.6253
67-4.mp4,2.5652,1.4656,0.754,1.6959,1.482,2.789
67-5.mp4,1.9593,2.0685,1.6422,2.0172,1.7056,3.0821
67-6.mp4,1.5033,1.3809,1.1265,1.1104,1.6805,2.8301
67-9.mp4,2.1138,2.756,1.36,2.1241,2.56,3.3949
67-6_1.mp4,1.7265,2.2323,0.982,1.5031,1.5134,2.6898
68-1.mp4,1.7211,0.265,1.893,1.1194,1.456,2.456
68-2.mp4,2.3585,0.0232,1.539,2.0791,1.3506,2.6
68-3.mp4,1.9074,0.3565,1.9017,2.2915,1.3056,2.789
68-4.mp4,2.1509,0.658,1.7195,2.017,1.967,3.625
68-5.mp4,2.1333,0.32656,1.4506,1.8187,1.845,3.3698
68-6.mp4,1.9499,0.2356,1.7487,1.5376,1.5821,3.1246
68-7.mp4,1.96,0.2356,1.3456,1.6638,1.6232,3.2186
68-8.mp4,2.0145,1.232,1.0565,2.031,1.9056,3.3848
68-9.mp4,1.7374,0.12356,0.6548,1.8176,2.456,2.656
68-11.mp4,2.0025,2.1235,1.86,1.7212,1.8126,3.514
68-12.mp4,1.6112,1.3265,0.6589,1.7414,1.8726,3.2461
68-13.mp4,2.3058,2.656,1.3565,2.2743,1.98,3.986
68-14.mp4,2.0408,2.0256,1.7782,1.9316,2.023,3.4833
68-15.mp4,2.1737,1.4565,1.463,1.9885,2.165,3.1824
68-16.mp4,2.0422,2.3565,2.3356,2.4285,2.0918,3.6488
68-17.mp4,2.4412,0.4656,2.75,2.5363,2.1582,4.2633
68-18.mp4,1.6188,1.784,0.6545,2.1445,1.6054,2.9232
68-19.mp4,2.0365,1.756,1.3574,1.7005,1.7116,3.5176
68-20.mp4,2.2478,1.6565,1.8045,2.0478,2.1472,3.9898
68-21.mp4,1.9686,1.356,1.8956,1.8823,1.7856,3.3487
68-22.mp4,1.9129,1.754,1.9026,1.5321,1.989,3.628
68-23.mp4,1.4548,0.565,1.268,1.1377,1.1656,2.25
68-24.mp4,2.3537,2.35,1.4565,1.9497,1.906,4.1235
69-1.mp4,1.4466,0.9265,1.0656,1.0353,1.3065,2.4269
69-3.mp4,2.3119,1.765,1.905,1.7795,2.1518,3.6377
69-4.mp4,2.3758,2.656,2.4545,2.2702,2.123,4.365
69-5.mp4,2.9282,3,2.9598,3,2.9896,5
69-6.mp4,2.1999,2.936,2.565,2.3891,3,4.5
69-7.mp4,2.4756,2.9989,2.565,2.6297,2.86,4.56
69-8.mp4,1.3002,1.8365,1.7537,1.3245,1.5898,2.8056
70-1.mp4,1.5286,0.856,0.845,1.3758,1.4144,3.121
70-2.mp4,1.412,0.656,0.97409,1.1657,1.656,2.3038
70-3.mp4,2.1308,2.945,2.3454,2.1605,2.5,4.79
70-5.mp4,2.299,1.5656,1.8923,2.1692,1.7056,3.793
70-6.mp4,2.7122,2.7656,1.7741,2.7706,2.5624,4.3056
70-8.mp4,1.8182,1.8656,1.6656,2.0136,1.756,2.8573
70-10.mp4,2.6748,2.156,1.9045,2.7837,2.5444,4.35
70-11.mp4,1.2,1.0656,0.744,0.40875,1.4057,2.2924
70-13.mp4,2.4123,2.2264,2.2543,2.6257,2.456,4.123
70-14.mp4,1.3969,0.4565,0.845,0.90799,1.3263,2.6564
70-15.mp4,2.5755,1.9206,1.3266,1.7563,1.8378,3.4537
70-16.mp4,1.9702,1.656,1.642,1.3449,1.5026,2.6833
70-17.mp4,1.8608,1.3656,1.3564,1.5216,1.7236,3.3202
70-18.mp4,2.0454,1.456,1.9065,1.927,2.3,2.9762
70-19.mp4,1.9178,2.123,1.8926,1.8915,1.7856,3.417
70-20.mp4,2.343,2.456,1.865,2.2641,2.0641,3.7502
71-1.mp4,2.0507,2.6565,1.51,1.8837,1.625,3.5877
71-2.mp4,2.5722,2.6066,2.4656,2.3569,2.5,4.5848
71-3.mp4,2.1361,1.9764,2.1299,1.7304,1.756,3.6135
71-4.mp4,2.4858,2.6686,2.85,2.3303,2.856,4.3053
71-5.mp4,2.4647,2.865,2.1848,2.1434,2.7056,4.6598
72-1.mp4,1.9322,2.6568,1.8066,2.6008,2.2254,4.0911
72-2.mp4,2.166,1.656,1.7056,1.7607,1.6401,3.5037
72-3.mp4,2.0966,0.9565,1.453,1.4265,2.656,3.4107
72-4.mp4,2.0052,0.865,1.2166,1.5666,1.555,3.1239
72-5.mp4,2.2943,2.9856,1.9992,1.9309,2.456,4.3852
72-6.mp4,2.2037,2.756,2.898,2.2528,2.6056,4.2667
72-7.mp4,2.5518,2.2233,2.895,2.7145,2.7056,4.8049
72-8.mp4,2.0409,2.123,1.8027,1.8861,2.0434,3.8893
72-9.mp4,2.3848,2.8565,2.1545,2.115,2.5056,3.8086
72-10.mp4,2.1506,0.6565,1.765,1.9161,1.8,3.8733
72-11.mp4,2.7673,2.9656,1.8565,2.3953,2.95,4.5097
72-12.mp4,2.3553,1.8657,1.5518,2.0911,2.0359,3.691
73-1.mp4,2.3309,0.4656,1.8012,2.2832,1.89,3.6402
73-2.mp4,2.5175,0.7454,1.8454,2.7785,2.6056,3.9065
73-4.mp4,2.3892,0.899,1.9405,2.175,1.86,3.5839
73-5.mp4,2.247,1.756,0.8963,2.038,1.7422,3.4237
73-6.mp4,2.3079,1.423,0.8929,2.0629,1.9495,3.7454
73-7.mp4,1.7437,0.645,1.126,1.4294,1.365,2.6221
73-8.mp4,1.4952,0.3265,0.6565,1.0838,1.356,2.8669
73-9.mp4,1.9193,0.84566,0.6454,1.4659,1.5043,2.845
73-10.mp4,1.8748,0.3265,1.9345,2.2824,1.7856,3.4176
73-11.mp4,2.0549,1.456,1.955,2.5081,2.35,3.7836
73-12.mp4,2.1316,0.1326,2.3032,2.3165,1.7056,3.6521
73-13.mp4,2.6167,1.45,2.8402,2.9046,2.765,4.325
73-15.mp4,1.911,2.656,1.65,1.674,2.123,3.6409
73-16.mp4,2.1363,0.7565,1.056,1.7911,1.7015,3.1978
